"uid","hh_in_r2","hh_in_r3","hh_in_r3_d2","refugee","num_child_base","num_child_r2","num_child_r3","hh_head_sex","hh_head_age","parent_edu_r2","parent_edu_r3","hh_asset_index","hh_asset_index_2017","hh_asset_value","hh_asset_value_2017","hh_cons_agg","hh_cons_capita","hh_income","cantril","parent_eduyears_r2","parent_reledu_r2","parent_eduyears_r3","parent_reledu_r3","distancekmfromcamps","eld_sex_r2","eld_sex_r3","eld_age_r2","eld_age_r3","eld_edu_ambition_r2","eld_edu_ambition_r3","eld_eduyears_r2","eld_eduyears_r3","eld_reledu_r2","eld_reledu_r3","eld_trauma_exp_r2","eld_trauma_exp_r3","eld_trauma_heard_r2","eld_trauma_heard_r3","eld_trauma_witness_r2","eld_trauma_witness_r3","eld_e01_currently_studying_r2","eld_e01_currently_studying_r3","eld_e01_edu_status__r2","eld_e01_edu_status__r3","edu_status_diff","int_sex_r2","int_sex_r3","int_age_r2","int_age_r3","int_eduyears_r2","int_eduyears_r3","int_reledu_r2","int_reledu_r3","int_trauma_exp_r2","int_trauma_exp_r3","int_trauma_heard_r2","int_trauma_heard_r3","int_trauma_witness_r2","int_trauma_witness_r3"
"C602005006",1,1,1,1,9,8,8,0,40,NA,1,0.0169441737234592,3.62480974197388,0.66,47.89914375,0.0243159999042749,0.00221054553985596,0.204,2,NA,NA,0,0,NA,NA,1,NA,38,NA,NA,NA,0,NA,0,NA,1,NA,2,NA,8,NA,NA,NA,NA,NA,1,1,38,38,0,0,0,0,1,1,2,2,8,8
"C602005007",0,0,0,1,1,NA,NA,0,75,NA,NA,-1.17900896072388,1.58140349388123,0.33,10.026859375,0.0392075659035705,0.0098018913269043,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602005008",1,0,0,1,6,6,NA,0,60,NA,NA,-1.24191761016846,2.06948590278625,1.36,47.23585625,0.0201056999996072,0.00223396663665771,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,NA,0,NA,0,NA,4,NA,2,NA,5,NA
"C602005009",1,1,1,1,4,3,3,0,50,NA,1,-0.934639036655426,2.5828845500946,1,89.0666125,0.0141242500000168,0.00176553115844727,0.14,2,NA,NA,0,0,NA,NA,1,NA,45,NA,NA,NA,0,NA,0,NA,5,NA,2,NA,3,NA,NA,NA,NA,NA,1,1,45,45,0,0,0,0,5,5,2,2,3,3
"C602005010",1,1,1,1,3,3,3,1,50,NA,1,-0.659465789794922,0.608658194541931,0.96,40.613903125,0.00337900000009686,0.000844750022888184,0.18,2,NA,NA,0,0,NA,NA,1,NA,50,NA,NA,NA,0,NA,0,NA,2,NA,2,NA,5,NA,NA,NA,NA,NA,1,1,50,50,0,0,0,0,2,2,2,2,5,5
"C602005011",1,1,1,1,2,2,2,1,25,NA,1,-1.24191761016846,0.24580080807209,0.48,0.77619443359375,6.00000005215406e-06,1.99999995529652e-06,0.05,2,NA,NA,0,0,NA,NA,1,NA,25,NA,NA,NA,0,NA,0,NA,5,NA,1,NA,6,NA,NA,NA,NA,NA,1,1,25,25,0,0,0,0,5,5,1,1,6,6
"C602005012",0,0,0,1,5,NA,NA,1,31,NA,NA,-1.05740404129028,2.49758458137512,0.62,61.845025,0.0320039999999106,0.00533400001525879,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602005013",1,1,1,1,2,1,0,0,59,NA,2,-0.659465789794922,3.99092984199524,4.55,63.25788125,0.0194050000006799,0.0032341667175293,0.092,4,NA,NA,4,0,NA,NA,0,NA,59,NA,NA,NA,4,NA,0,NA,7,NA,1,NA,4,NA,NA,NA,NA,NA,0,0,59,59,4,4,0,0,7,7,1,1,4,4
"C602006001",1,1,0,1,4,3,2,0,35,NA,NA,-0.840680956840515,-1.12799215316772,1.3,38.001125,0.0191256999993697,0.00318761672973633,0.5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,35,34,0,0,0,0,3,3,6,6,0,0
"C602006002",1,0,0,1,3,1,NA,0,20,NA,NA,-0.565507650375366,2.27654266357422,0.545,47.359525,0.00452156666636001,0.00113039169311523,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,NA,0,NA,0,NA,0,NA,5,NA,6,NA
"C602006003",1,0,0,1,4,4,NA,0,45,NA,NA,-1.51709091663361,2.27405023574829,0.87,47.44416875,0.0130449999989942,0.00217416667938232,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,45,NA,0,NA,0,NA,3,NA,0,NA,7,NA
"C602006004",1,0,0,1,2,2,NA,0,20,NA,NA,-1.18916654586792,4.98203039169312,0.27,65.25906875,0.00505223333332688,0.00126305837631226,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,NA,7,NA,0,NA,6,NA,0,NA,6,NA
"C602006005",1,0,0,1,3,3,NA,0,35,NA,NA,-1.33257734775543,0.604744732379913,0.435,46.5488375,0.012565750000393,0.00251315002441406,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,0,NA,0,NA,3,NA,6,NA,0,NA
"C602006006",1,1,0,1,3,3,2,1,16,NA,NA,-2.00898742675781,3.51020455360413,0.725,47.99455,0.00211100000003353,0.000703666687011719,0.1025,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,16,4,4,0,0,7,7,4,4,1,1
"C602006007",1,1,1,1,6,6,4,0,60,NA,1,-1.24191761016846,0.331114083528519,0.45,9.7954234375,0.0140804999993183,0.00176006240844727,0.11,4,NA,NA,0,0,NA,NA,0,NA,60,NA,NA,NA,0,NA,0,NA,4,NA,2,NA,6,NA,NA,NA,NA,NA,0,1,60,45,0,0,0,0,4,4,2,1,6,7
"C602006008",1,1,1,1,4,4,3,0,55,NA,1,-0.840680956840515,2.9853048324585,0.845,47.893215625,0.0579975999990362,0.00724970016479492,0.042,4,NA,NA,0,0,NA,NA,1,NA,40,NA,NA,NA,0,NA,0,NA,0,NA,4,NA,4,NA,NA,NA,NA,NA,1,1,40,40,0,0,0,0,0,0,4,4,4,4
"C602006011",1,0,0,1,3,3,NA,0,45,NA,NA,-1.24191761016846,0.941898822784424,0.63,9.7759796875,0.0451844091944396,0.00903688201904297,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,NA,0,NA,0,NA,3,NA,1,NA,8,NA
"C602006012",0,0,0,1,5,NA,NA,0,45,NA,NA,-2.35747289657593,-1.18779110908508,0.15,0.75714765625,0.0190399999999441,0.00237999992370605,0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602006013",1,1,1,1,4,3,3,0,24,NA,1,-2.14074969291687,1.09726572036743,1.3,12.6228359375,0.0140247000003699,0.00233745002746582,0.1,2,NA,NA,0,0,NA,NA,0,NA,24,NA,NA,NA,0,NA,0,NA,4,NA,1,NA,7,NA,NA,NA,NA,NA,0,0,24,24,0,0,0,0,4,4,1,1,7,7
"C602006014",1,1,1,1,1,1,1,1,55,NA,4,-1.05740404129028,3.05665588378906,0.62,47.788734375,0.0140317999995779,0.00467726669311523,0.193,3,NA,NA,9,0,NA,NA,1,NA,19,NA,NA,NA,9,NA,0,NA,1,NA,3,NA,6,NA,NA,NA,NA,NA,1,1,55,19,0,9,0,0,1,1,2,3,7,6
"C602006015",1,1,0,1,7,7,6,0,60,NA,NA,1.01825249195099,3.74259901046753,1.42,49.8955625,0.0360194999995641,0.00400216674804688,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,45,45,0,0,0,0,1,1,3,3,6,6
"C602007001",0,0,0,1,7,NA,NA,0,36,NA,NA,-2.00898742675781,0.117060706019402,0.75,1.4079615234375,0.00750799999982119,0.000834222221374512,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602007002",0,0,0,1,4,NA,NA,0,30,NA,NA,-1.51709091663361,0.847115278244019,0.380098999023438,46.553221875,0.0252991666679271,0.00421652793884277,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602007003",1,0,0,1,1,0,NA,0,25,NA,NA,-1.24191761016846,1.65669894218445,1,47.00634375,0.0432393183895387,0.0144131057739258,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20,NA,0,NA,0,NA,1,NA,2,NA,7,NA
"C602007004",1,1,0,1,1,1,0,1,65,NA,NA,-1.95623624324799,1.4198716878891,0.5,11.762903125,0.00906150000067428,0.00302049999237061,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,21,11,11,0,0,2,2,2,2,1,1
"C602007005",1,1,0,1,5,4,4,0,30,NA,NA,-1.51709091663361,3.41079306602478,0.85,48.54378125,0.0175975992371212,0.00251394271850586,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,30,26,4,0,0,0,2,0,5,7,3,2
"C602007006",0,0,0,1,1,NA,NA,0,52,NA,NA,-1.24191761016846,3.63511753082275,0.54,52.9811625,0.00682809961790917,0.00227603321075439,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602007008",1,1,0,1,7,6,0,0,50,NA,NA,-0.216635748744011,2.99611878395081,1.9,11.87794375,0.0350984999998473,0.00350984992980957,0.76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25,25,4,4,0,0,5,5,4,4,2,2
"C602007010",1,1,0,1,5,4,4,0,61,NA,NA,-0.893045663833618,2.32469964027405,1.4,47.75368125,0.174931227200385,0.0218664031982422,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,50,50,0,0,0,0,3,3,1,1,8,8
"C602007011",1,1,0,1,2,1,0,0,87,NA,NA,-2.00898742675781,-1.24259722232819,0.225098999023437,37.221678125,0.0043952500004787,0.00109881248474121,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,0,NA,0,NA,3,NA,6,NA,0,NA
"C602007012",1,1,1,1,7,5,5,0,41,1,1,-1.24191761016846,4.15802001953125,0.55,89.0396375,0.0140360000000801,0.0015595555305481,0.02,3,0,0,0,0,NA,1,0,14,41,3,NA,4,0,0,0,NA,5,NA,1,NA,4,1,NA,0,NA,-1,0,1,41,35,0,0,0,0,5,0,1,2,4,7
"C602007013",1,0,0,1,2,1,NA,0,22,NA,NA,-2.00898742675781,0.00849341787397861,2.35,39.42245625,0.0100878666671924,0.00252196674346924,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,46,NA,0,NA,0,NA,4,NA,6,NA,0,NA
"C602007014",1,1,1,1,3,2,2,0,30,1,1,-0.708532154560089,-0.674443364143372,0.985,38.259840625,0.00609541666666046,0.00121908330917358,0.6345,4,0,0,0,0,NA,0,1,7,25,3,NA,4,0,0,0,NA,4,NA,6,NA,0,0,NA,1,NA,1,1,1,25,25,0,0,0,0,4,4,6,6,0,0
"C602007015",0,0,0,1,5,NA,NA,0,27,NA,NA,-0.565507650375366,3.01064276695251,0.9,49.3629,0.0951881588141434,0.013598307800293,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602008001",1,1,1,1,5,4,4,0,42,NA,1,-0.840680956840515,-0.423174381256104,1.53,1.18467392578125,0.0511260999983177,0.00639076232910156,0.162,4,NA,NA,0,0,NA,NA,1,NA,38,NA,NA,NA,0,NA,0,NA,4,NA,5,NA,3,NA,NA,NA,NA,NA,1,1,38,38,0,0,0,0,4,4,5,5,3,3
"C602008002",0,0,0,1,3,NA,NA,0,51,NA,NA,-1.05740404129028,4.72607040405273,0.52,61.3811875,0.0450098999998067,0.00900197982788086,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602008003",1,1,0,1,1,1,1,0,23,NA,NA,-0.565507650375366,0.223725721240044,0.84,14.6932453125,0.0152360000001732,0.00507866668701172,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23,23,0,0,0,0,6,6,3,3,3,3
"C602008004",1,1,1,1,2,1,1,0,30,NA,1,-1.86557650566101,2.30446124076843,0.25,49.308509375,0.0194580908033997,0.00486452255249023,0.05,4,NA,NA,0,0,NA,NA,0,NA,30,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,25,25,0,0,0,0,2,2,1,1,1,1
"C602008005",1,0,0,1,7,5,NA,0,37,NA,NA,0.150178715586662,2.55597639083862,2.81,59.60140625,0.0643145000010263,0.00714605560302734,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,NA,0,NA,0,NA,6,NA,1,NA,3,NA
"C602008006",1,1,0,1,2,2,2,1,42,NA,NA,-1.15136218070984,1.57983124256134,0.72,58.43206875,0.0340240000000223,0.0113413330078125,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,42,42,0,0,0,0,2,2,7,7,0,0
"C602008007",0,0,0,1,3,NA,NA,0,35,NA,NA,-0.659465789794922,2.87261509895325,0.65,47.765265625,0.0730354999994393,0.0146070999145508,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602008008",1,1,0,1,0,0,0,0,51,NA,NA,-1.73381400108337,2.12518620491028,0.5,58.07019375,0.0815698000004981,0.0407848999023437,0.2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,51,NA,0,NA,1,NA,3,NA,4,NA,3,NA
"C602008009",1,1,1,1,7,6,5,1,35,NA,1,-0.565507650375366,3.48420119285583,1.71,48.37911875,0.0702298333256971,0.00702298355102539,0.385,1,NA,NA,0,0,NA,NA,1,NA,35,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,42,NA,0,NA,0,NA,3,NA,1,NA,5,NA
"C602008012",1,0,0,1,5,5,NA,0,59,NA,NA,-1.21314001083374,2.31892871856689,0.22,50.92301875,0.555891749998555,0.0794131042480469,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,4,NA,0,NA,0,NA,1,NA,2,NA
"C602008013",0,0,0,1,6,NA,NA,0,65,NA,NA,0.0169441737234592,4.0415186882019,17.52,77.1405125,0.0995249000038486,0.009952490234375,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C602008014",1,1,0,1,5,5,2,0,60,NA,NA,-1.73381400108337,2.77824831008911,0.9,47.651725,0.0219900908038951,0.00314144153594971,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,15,0,0,0,0,6,6,4,4,2,2
"C602008015",1,1,1,1,2,2,2,1,36,NA,1,-1.24191761016846,0.460320740938187,0.65,1.67889921875,0.0217313329517376,0.00724377746582031,0.0345,5,NA,NA,0,0,NA,NA,1,NA,36,NA,NA,NA,0,NA,0,NA,4,NA,2,NA,4,NA,NA,NA,NA,NA,1,1,36,36,0,0,0,0,4,4,2,2,4,4
"C603009001",1,1,1,1,6,5,5,0,43,1,1,-1.24191761016846,0.271964609622955,0.51,38.22324375,0.0535794544068165,0.00669743194580078,0.2,2,0,0,0,0,NA,0,0,14,43,4,NA,0,0,0,0,NA,5,NA,1,NA,6,1,NA,1,NA,0,0,0,43,43,0,0,0,0,5,5,1,1,6,6
"C603009002",1,1,1,1,1,1,1,0,50,NA,1,-1.18916654586792,-2.65828275680542,0.65,0.4,0.0203179999992251,0.00677266693115234,0.5,3,NA,NA,0,0,NA,NA,1,NA,45,NA,NA,NA,0,NA,0,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,45,45,0,0,0,0,3,3,2,2,1,1
"C603009005",0,0,0,1,2,NA,NA,0,50,NA,NA,-1.73342776298523,-2.9924795627594,0.5,0.2,0.062997500000149,0.0157493743896484,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C603009006",0,0,0,1,1,NA,NA,0,24,NA,NA,-1.86557650566101,-2.52738046646118,0.07,2.2248298828125,0.103517999999598,0.0345059997558594,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C603009007",1,1,0,1,0,0,0,1,60,NA,NA,-0.954151690006256,0.372309863567352,4.8,13.8936734375,0.00318959980932996,0.00318959980010986,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,60,60,0,0,0,0,3,3,3,3,4,4
"C603009008",0,0,0,1,3,NA,NA,0,33,NA,NA,-1.86557650566101,-3.01848316192627,0.55,0.05,0.00913499999977648,0.00182700004577637,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C603009009",1,0,0,1,2,2,NA,0,40,NA,NA,-2.14074969291687,-1.42287945747375,0.4,2.5886244140625,0.0120459999991581,0.00301149997711182,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,35,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"C603009010",1,1,1,1,4,4,3,1,28,NA,1,-2.63264632225037,1.06978094577789,0.5,48.537175,0.0238453996182419,0.00476907997131348,0.086,4,NA,NA,0,0,NA,NA,1,NA,28,NA,NA,NA,0,NA,0,NA,5,NA,5,NA,2,NA,NA,NA,NA,NA,NA,1,NA,28,NA,0,NA,0,NA,5,NA,5,NA,2
"C603009012",1,0,0,1,1,0,NA,0,31,NA,NA,-1.51670455932617,-1.00448870658875,0.38,2.5674111328125,3.04999995976686e-05,1.01666666567326e-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,NA,9,NA,0,NA,2,NA,2,NA,7,NA
"C603009013",0,0,0,1,4,NA,NA,0,40,NA,NA,0.570972740650177,-2.40689730644226,1.9,1.15,0.037603545404505,0.00626725769042969,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C603009014",0,0,0,1,6,NA,NA,0,49,NA,NA,-2.35747289657593,-3.13308811187744,0.2,0,0.0310405000006314,0.00388006248474121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C603009015",1,1,1,1,2,2,1,0,45,NA,1,-1.86557650566101,-3.01848316192627,0.2,0.05,0.0887085999999195,0.0221771499633789,0.15,3,NA,NA,0,0,NA,NA,0,NA,45,NA,NA,NA,0,NA,0,NA,4,NA,6,NA,1,NA,NA,NA,NA,NA,NA,0,NA,45,NA,0,NA,0,NA,4,NA,6,NA,1
"C603009016",0,1,1,1,4,NA,0,0,30,NA,1,-0.00702930521219969,-2.37897849082947,0.85,0.25,0.00411149999983609,0.000685249996185303,0.37,4,NA,NA,0,0,NA,NA,0,NA,30,NA,NA,NA,0,NA,0,NA,0,NA,5,NA,1,NA,NA,NA,NA,NA,NA,0,NA,30,NA,0,NA,0,NA,0,NA,5,NA,1
"C603010001",1,1,1,1,5,4,4,1,30,NA,1,-1.86557650566101,0.931309223175049,0.3,48.83061875,0.0120688999997918,0.00150861253738403,0.2,4,NA,NA,0,0,NA,NA,1,NA,30,NA,NA,NA,0,NA,0,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,0,0,35,35,9,9,0,0,3,3,3,3,6,6
"C603010002",1,1,1,1,2,2,0,1,25,NA,1,2.13633799552917,-1.31037199497223,8.36,3.36,0.117434333331138,0.0293585845947266,1.3,4,NA,NA,0,0,NA,NA,0,NA,27,NA,NA,NA,0,NA,0,NA,3,NA,3,NA,0,NA,NA,NA,NA,NA,1,1,25,25,0,0,1,1,4,4,3,3,2,2
"C603010003",1,1,0,1,0,0,0,1,52,NA,NA,-2.35747289657593,-0.574596643447876,0.15,39.718075,1.92499994300306e-05,1.92499995231628e-05,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,52,52,0,0,0,0,3,3,8,8,1,1
"C603010004",1,1,1,1,4,3,3,1,32,NA,1,-0.565121352672577,1.5705897808075,0.14,48.729353125,1.40000000596046e-05,2.80000008642673e-06,0,1,NA,NA,0,0,NA,NA,1,NA,32,NA,NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,1,NA,32,NA,0,NA,0,NA,1,NA,0,NA,0
"C603010005",0,0,0,1,3,NA,NA,1,35,NA,NA,-1.77502107620239,-1.27487576007843,0.25,9.10987890625,0.0125155000000261,0.00312887496948242,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C603010006",1,1,0,1,3,3,3,1,35,NA,NA,0.0585375428199768,-2.02657151222229,4.45,4.3,0.0992930346576963,0.024823258972168,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,35,35,4,4,0,0,0,0,7,7,1,1
"C603010007",1,1,1,1,2,2,2,1,25,NA,2,-0.565121352672577,-2.08117365837097,0.21,0.192128479003906,0.0219389496013522,0.00731298294067383,0.14,3,NA,NA,4,0,NA,NA,1,NA,25,NA,NA,NA,4,NA,0,NA,3,NA,5,NA,1,NA,NA,NA,NA,NA,1,1,25,25,4,4,0,0,3,3,5,5,1,1
"C603010008",1,1,0,1,0,0,0,1,50,NA,NA,-2.07784128189087,0.260303318500519,0.25,42.50171875,0.0661633998083649,0.0220544662475586,0.34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,22,0,0,0,0,4,4,4,4,4,4
"C603010009",1,1,0,1,4,3,3,1,60,NA,NA,-0.565121352672577,-2.65828275680542,1.5,0.9,0.140495999923721,0.0280992004394531,0.76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,60,60,0,0,0,0,0,0,9,9,3,3
"C603010010",1,1,0,1,5,5,4,1,35,NA,NA,0.669766902923584,-1.46767258644104,1.3,1.15,0.205196236777678,0.0293137481689453,0.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,35,35,0,0,0,0,3,3,6,6,1,1
